Customer ID,PC1,PC2,PC3
12346.0,2.266512119136398,2.4322283863769054,-1.1872077712957751
12347.0,2.362441654197551,-1.0748677087733571,-0.4662043112805068
12348.0,0.5616052116127337,0.25242625940594815,-0.16776291652315176
12349.0,1.1958930592070829,-0.3156473281916725,-0.7831864420290146
12350.0,-1.513368052516619,0.08993306169809327,-0.2065875908508643
12351.0,-1.620494984307823,0.1631473925230255,-0.14560950155116004
12352.0,1.4065297534989787,0.18034153995117866,0.17342801338527558
12353.0,-0.9843193142138246,0.06694511563369399,0.042010407936479074
12354.0,-0.9110081582226236,0.2808320133292899,-0.794408217739786
12355.0,-0.6323562634911115,0.34595908445256784,-0.36953489617574514
12356.0,1.5519349364268074,0.01703839709445085,-0.6495911093517625
12357.0,1.471038836023872,0.3198075306074436,-1.6528501084739904
12358.0,1.8917830308956771,-1.334328983272528,-0.6494435232068013
12359.0,1.7527548147417389,0.7797383363097545,-0.3634944257689181
12360.0,1.3113839693104972,0.424910405161193,-0.18559118109094433
12361.0,-0.6053961170234765,0.5097200196686612,0.40704979140779385
12362.0,2.4668726351822015,-0.8259875210823465,-0.1681314573055775
12363.0,-0.6533368713825878,-0.18022183000326317,-0.13786813866313138
12364.0,0.9254213857558787,-1.119832773899985,-0.2271819486319433
12365.0,-0.9009734772440465,0.398110009783358,-0.16320670171780016
12366.0,-1.5694314395719635,0.6039211278978877,-0.36803902634707086
12367.0,-0.47342622659910744,-2.3918007582279346,-0.07861474466678252
12368.0,-1.3027420197443371,0.780051364670839,-0.6655318794581617
12369.0,-0.3480548388694395,1.0030957399360445,-0.3897769024700935
12370.0,1.234552738367617,0.3759985664549045,-0.30030439199700687
12371.0,1.0285458817319604,0.18501937906960966,-0.5358761341437451
12372.0,0.07320750709869382,-0.05041427468501836,-0.3183426177266938
12373.0,-0.45775949315898923,0.7086634798896467,-0.17716500642431485
12374.0,0.9400491346443693,-0.28857544896905246,-0.5774828820977603
12375.0,-0.015374283383051331,-1.4633349678931733,-0.1566513151836855
12376.0,-1.1008273641669064,0.48660682141635064,-0.029898168825612286
12377.0,0.19160862831074893,1.129869597619544,-0.520134359420743
12378.0,0.2859904708843869,0.5942626730124416,-1.248342334918124
12379.0,0.29827758836866625,0.16839551672440067,-0.21964199061504844
12380.0,2.1584296527083247,0.315817906833041,-0.371020124348451
12381.0,1.343568624638252,-1.174946522252851,-0.2498772972979768
12383.0,0.2341647059171425,0.7199578758052236,-0.08046397732868826
12384.0,-0.20476866177900163,-0.8843589992327352,-0.23158485049008173
12385.0,-0.8146493834133413,0.7257507642605439,-1.0568893014487453
12386.0,-0.9362846701760394,0.48934404951785576,-0.17038407660145735
12387.0,-1.9725046841615101,-0.000775131155292723,0.21919000184318252
12388.0,1.6415876082644119,-0.2280966620463221,-0.19983378250135816
12389.0,-0.43705245868053105,0.9229394907487697,-0.28180895579625026
12390.0,-0.8623850451146162,-0.5035943850130861,-0.5167199296077876
12391.0,1.2037395887345765,-0.2554600931586265,-0.2438857550946726
12392.0,-1.8749585618815896,0.33944534407611154,-0.0017363724210982556
12393.0,0.7671974089932573,0.3382329418512913,-0.11545933970755502
12394.0,-0.1173150834379149,-0.22568565287335723,-0.5734153673166326
12395.0,2.141630536235231,0.1504198703631222,0.1981451171855385
12396.0,-1.319115321561924,0.8234219978480707,-0.669293544985681
12397.0,0.3426295370506123,-0.3454164028000548,-0.9143327503281997
12398.0,-0.2125286588278971,-0.47783083264286985,-1.0776432260787656
12399.0,0.6208207333191575,0.6010763819025877,0.128051921145675
12400.0,-1.8182347539423593,0.10349772097304773,0.0461306740777499
12401.0,-2.101728570835986,-0.3324738262128429,0.46348435939992677
12402.0,0.004031245123124568,0.9667742922774714,0.2754625677129845
12403.0,-0.13528269094285456,-0.42580785405922483,-0.47684540749193943
12404.0,-2.486904217681988,0.029117623988032103,0.6427521778573133
12405.0,-0.5684333946547676,0.17561458853017886,-1.0418091224471022
12406.0,1.4492651856565884,-0.062078171448502854,-0.7917930370294541
12407.0,0.617821807228668,-0.017681565426732788,-0.1055799316338513
12408.0,1.4638598732440842,0.18617615108047125,-0.2176966071091368
12409.0,1.8305727049756013,1.1195110395922265,-1.1073953637973808
